id,process_id,work_type,product_code,standard_output,status,created_at,updated_at,exclude_kqd_from_tt
"60037","2","mai","c8016","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60038","2","mai","c129","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60039","2","mai","c9118","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60040","2","mai","c9142","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60041","2","mai","c7236-2","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60042","2","mai","c1432","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60043","2","mai","c4268-3","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60044","2","mai","C129-13","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60045","2","mai","c8um","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60046","2","mai","c9118-13","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60047","2","mai","c8um-3","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60048","2","mai","ckcn","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60049","2","mai","c3880-auto","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60050","2","mai","c5770-auto","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60051","2","mai","C8016-12","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60052","2","mai","c8um-t","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60053","2","mai","c8uy","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60054","2","mai","C502","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60055","2","mai","c9149-1","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60056","2","mai","C9149-AUTO","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60057","2","mai","C6485","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60058","2","mai","c6486","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60059","2","mai","c6487","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60060","2","mai","c6488","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60061","2","mai","c6489","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60062","2","mai","c6490","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60063","2","mai","c6491","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60064","2","mai","c6492","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60065","2","mai","c6493","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60066","2","mai","c6494","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60067","2","mai","c6495","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60068","2","mai","cd027u8","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60069","2","mai","CGYX-9","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60070","2","mai","CGYX","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60071","2","mai","CGYX-AUTO","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60072","2","mai","cgyx-1","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60073","2","mai","C8052-1","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60074","2","mai","c1404","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60075","2","mai","CH GYX","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60076","2","mai","Check100%kcn","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60077","2","mai","check rách pic up","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60078","2","mai","check gyx","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60079","2","mai","C6328","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60080","2","mai","c6330","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60081","2","mai","c9520","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60082","2","mai","CD02N23","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60083","2","mai","CD02N3","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60084","2","mai","CD02N3C","0.00","active","2026-07-23 01:18:24","2026-07-23 01:18:53","0"
"60085","2","mai","9477","180.00","active","2026-07-23 01:18:24","2026-07-23 04:54:49","0"
"60086","1","caging","15U","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60087","1","caging","9740","420.00","active","2026-07-23 01:20:04","2026-07-24 07:02:39","1"
"60088","1","caging","2801","0.00","active","2026-07-23 01:20:04","2026-07-24 06:52:03","1"
"60089","1","caging","2801-2","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60090","1","caging","6262","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60091","1","caging","7133","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60092","1","caging","598","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60093","1","caging","8484","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60094","1","caging","8485","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60095","1","caging","4563","0.00","active","2026-07-23 01:20:04","2026-07-24 06:53:18","1"
"60096","1","caging","3880","400.00","active","2026-07-23 01:20:04","2026-07-24 07:00:28","1"
"60097","1","caging","7960","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60098","1","caging","9149","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60099","1","caging","575","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60100","1","caging","3438","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60101","1","caging","1080","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60102","1","caging","1090","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60103","1","caging","1657-16","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60104","1","caging","1657","0.00","active","2026-07-23 01:20:04","2026-07-24 06:53:04","1"
"60105","1","caging","1660-16","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60106","1","caging","1660","0.00","active","2026-07-23 01:20:04","2026-07-24 06:52:57","1"
"60107","1","caging","7630","0.00","active","2026-07-23 01:20:04","2026-07-24 06:52:29","1"
"60108","1","caging","5770","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60109","1","caging","5861","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60110","1","caging","9565","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60111","1","caging","8234","660.00","active","2026-07-23 01:20:04","2026-07-24 06:35:43","0"
"60112","1","caging","8235","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60113","1","caging","6773","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60114","1","caging","5243","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60115","1","caging","123","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60116","1","caging","125","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60117","1","caging","7236","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60118","1","caging","2168","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60119","1","caging","2173","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60120","1","caging","79c","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60121","1","caging","dk1","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60122","1","caging","4258","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60123","1","caging","8014","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60124","1","caging","127","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60125","1","caging","9116","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60126","1","caging","9140","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60127","1","caging","9276","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60128","1","caging","d0049","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60129","1","caging","8w6","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60130","1","caging","gfm","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60131","1","caging","D027U8","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60132","1","caging","9295","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60133","1","caging","d49","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60134","1","caging","15u-l","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60135","1","caging","8011","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60136","1","caging","1432-kt","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60137","1","caging","15u-t","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60138","1","caging","8052","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60139","1","caging","6001","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60140","1","caging","2ss","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60141","1","caging","9140-3","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60142","1","caging","6e","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60143","1","caging","16h","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60144","1","caging","8uy","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60145","1","caging","pk","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60146","1","caging","16d","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60147","1","caging","16m","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60148","1","caging","8um","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60149","1","caging","4408","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60150","1","caging","6e-c1","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60151","1","caging","6e-c2","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60152","1","caging","6e/2","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60153","1","caging","127-t","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60154","1","caging","8um-1","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60155","1","caging","16m-1","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60156","1","caging","8w6-1","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60157","1","caging","9140-1","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60158","1","caging","gfm-3","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60159","1","caging","kct","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60160","1","caging","kcn","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60161","1","caging","9477-z","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60162","1","caging","9477","0.00","active","2026-07-23 01:20:04","2026-07-24 06:52:11","1"
"60163","1","caging","6270","0.00","active","2026-07-23 01:20:04","2026-07-24 06:52:17","1"
"60164","1","caging","5770-Z","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60165","1","caging","6270-Z","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60166","1","caging","5091","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60167","1","caging","5092","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60168","1","caging","1404","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60169","1","caging","6485-l","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60170","1","caging","6487-l","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60171","1","caging","6488-l","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60172","1","caging","6489-l","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60173","1","caging","6490-l","470.00","active","2026-07-23 01:20:04","2026-07-24 06:29:20","0"
"60174","1","caging","6491","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60175","1","caging","6492-l","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60176","1","caging","6492-m","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60177","1","caging","6494-l","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60178","1","caging","6495-l","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60179","1","caging","6486-l","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60180","1","caging","6486-m","1400.00","active","2026-07-23 01:20:04","2026-07-24 06:25:41","0"
"60181","1","caging","6494-m","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60182","1","caging","6495-m","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60183","1","caging","6493-m","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60184","1","caging","9968","0.00","active","2026-07-23 01:20:04","2026-07-24 06:51:57","1"
"60185","1","caging","6240","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60186","1","caging","6242","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60187","1","caging","9520","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60188","1","caging","9503","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60189","1","caging","t-6488","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60190","1","caging","t-6490","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60191","1","caging","t-6494","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60192","1","caging","t-6486","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60193","1","caging","4408-L","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60194","1","caging","t-6495","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60195","1","caging","t-6487","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60196","1","caging","t-6492","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60197","1","caging","t-6489","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60198","1","caging","977","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60199","1","caging","4408-T","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60200","1","caging","6328","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60201","1","caging","6330","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60202","1","caging","9295-l","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60203","1","caging","D02N23","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60204","1","caging","D02N3","0.00","active","2026-07-23 01:20:04","2026-07-23 01:20:04","0"
"60420","60003","pressing","5243","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60421","60003","pressing","UM-2","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60422","60003","pressing","125","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60423","60003","pressing","9436-3","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60424","60003","pressing","9436-4","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60425","60003","pressing","7236","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60426","60003","pressing","7236-3","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60427","60003","pressing","8016","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60428","60003","pressing","129-3","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60429","60003","pressing","9118-3","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60430","60003","pressing","9142-3","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60431","60003","pressing","D006P-2","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60432","60003","pressing","15U-2","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60433","60003","pressing","15U-3","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60434","60003","pressing","UY-2","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60435","60003","pressing","2SV-2","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60436","60003","pressing","KCN","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60437","60003","pressing","YYU","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60438","60003","pressing","YYU-2","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60439","60003","pressing","YYU-3","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60440","60003","pressing","1404","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60441","60003","pressing","4408","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60442","60003","pressing","9295","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60443","60003","pressing","27UA","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60444","60003","pressing","GYX","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60445","60003","pressing","1432","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60446","60003","pressing","8500","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60447","60003","pressing","40001","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60448","60003","pressing","9906","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60449","60003","pressing","6900","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60450","60003","pressing","2402","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60451","60003","pressing","6004","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60452","60003","pressing","9023","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60453","60003","pressing","9902","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60454","60003","pressing","603","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60455","60003","pressing","4305","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60456","60003","pressing","8484","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60457","60003","pressing","6044","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60458","60003","pressing","6270","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60459","60003","pressing","3880","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60460","60003","pressing","1080-2","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60461","60003","pressing","1090","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60462","60003","pressing","8234","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60463","60003","pressing","8235","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60464","60003","pressing","0696-1","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60465","60003","pressing","0696-2","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60466","60003","pressing","0696-3","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60467","60003","pressing","6396","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60468","60003","pressing","9665","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60469","60003","pressing","7630","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60470","60003","pressing","1657","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60471","60003","pressing","6773","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60472","60003","pressing","5091","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60473","60003","pressing","5092","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60474","60003","pressing","8052","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60475","60003","pressing","j498","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60476","60003","pressing","L918","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60477","60003","pressing","L919","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60478","60003","pressing","E393","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60479","60003","pressing","E409","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60480","60003","pressing","E503","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60481","60003","pressing","2252","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60482","60003","pressing","3035-1","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60483","60003","pressing","3035-2","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60484","60003","pressing","3031","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60485","60003","pressing","0575","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60486","60003","pressing","2125","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60487","60003","pressing","2165","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60488","60003","pressing","2209","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60489","60003","pressing","LWL9-2","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60490","60003","pressing","LWL12","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60491","60003","pressing","S1","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60492","60003","pressing","S6","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60493","60003","pressing","S7","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60494","60003","pressing","234","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60495","60003","pressing","S19","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60496","60003","pressing","SOCKET-D","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60497","60003","pressing","SOCKET-H","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60498","60003","pressing","SOCKET-E","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60499","60003","pressing","SOCKET-C","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
"60500","60003","pressing","SOCKET-G","0.00","active","2026-07-23 01:27:41","2026-07-23 01:27:41","0"
