id,report_type,report_id,user_id,action,note,ip_address,user_agent,created_at
"24","temp","24","10","CREATE","Tạo dữ liệu kiểm thử","","","2026-07-20 01:57:49"
"25","temp","25","10","CREATE","Tạo dữ liệu kiểm thử","","","2026-07-20 01:57:49"
"26","approved","1","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"27","approved","2","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"28","approved","3","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"29","approved","4","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"30","approved","5","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"31","approved","6","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"32","approved","7","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"33","approved","8","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"34","approved","9","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"35","approved","10","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"36","approved","11","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"37","approved","12","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"38","approved","13","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"39","approved","14","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"40","approved","15","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"41","approved","16","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"42","approved","17","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"43","approved","18","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"44","approved","19","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"45","approved","20","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"46","approved","21","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"47","approved","22","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"48","approved","23","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"49","approved","24","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"50","approved","25","2","APPROVE","Manager duyệt dữ liệu kiểm thử","","","2026-07-20 01:57:50"
"51","temp","26","6","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-20 02:03:04"
"52","temp","26","2","APPROVE","Đã chuyển thành báo cáo chính thức #26","","","2026-07-20 02:06:05"
"53","approved","26","2","CREATE","Tạo từ báo cáo tạm #26","","","2026-07-20 02:06:05"
"30001","temp","5","2","APPROVE","Đã chuyển thành báo cáo chính thức #30002","","","2026-07-20 02:21:39"
"30002","approved","30002","2","CREATE","Tạo từ báo cáo tạm #5","","","2026-07-20 02:21:39"
"30003","temp","20","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-20 02:26:35"
"30004","temp","20","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-20 02:26:53"
"30005","temp","10","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-20 02:26:53"
"30006","temp","25","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-20 02:26:53"
"30007","temp","15","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-20 02:26:53"
"30008","temp","20","2","APPROVE","Đã chuyển thành báo cáo chính thức #30003","","","2026-07-20 02:36:03"
"30009","approved","30003","2","CREATE","Tạo từ báo cáo tạm #20","","","2026-07-20 02:36:03"
"30010","temp","10","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-20 02:41:53"
"30011","temp","10","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-20 02:42:18"
"30012","temp","15","2","APPROVE","Đã chuyển thành báo cáo chính thức #30004","","","2026-07-20 02:42:33"
"30013","approved","30004","2","CREATE","Tạo từ báo cáo tạm #15","","","2026-07-20 02:42:33"
"30014","temp","25","2","APPROVE","Đã chuyển thành báo cáo chính thức #30005","","","2026-07-20 02:45:41"
"30015","approved","30005","2","CREATE","Tạo từ báo cáo tạm #25","","","2026-07-20 02:45:41"
"30016","temp","10","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-20 02:48:44"
"30017","temp","10","2","APPROVE","Đã chuyển thành báo cáo chính thức #30006","","","2026-07-20 02:49:03"
"30018","approved","30006","2","CREATE","Tạo từ báo cáo tạm #10","","","2026-07-20 02:49:03"
"30019","temp","14","2","APPROVE","Đã chuyển thành báo cáo chính thức #30007","","","2026-07-20 02:49:46"
"30020","approved","30007","2","CREATE","Tạo từ báo cáo tạm #14","","","2026-07-20 02:49:46"
"30021","temp","19","2","APPROVE","Đã chuyển thành báo cáo chính thức #30008","","","2026-07-20 02:52:42"
"30022","approved","30008","2","CREATE","Tạo từ báo cáo tạm #19","","","2026-07-20 02:52:42"
"30023","temp","4","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-20 02:53:19"
"30024","temp","4","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-20 03:01:15"
"30025","temp","9","2","APPROVE","Đã chuyển thành báo cáo chính thức #30009","","","2026-07-20 03:23:20"
"30026","approved","30009","2","CREATE","Tạo từ báo cáo tạm #9","","","2026-07-20 03:23:20"
"30027","temp","30002","6","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-20 03:45:01"
"30028","temp","30002","2","APPROVE","Đã chuyển thành báo cáo chính thức #30010","","","2026-07-20 03:45:31"
"30029","approved","30010","2","CREATE","Tạo từ báo cáo tạm #30002","","","2026-07-20 03:45:31"
"30030","temp","30003","7","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-20 03:56:24"
"60001","temp","60002","9","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-20 05:07:21"
"60002","temp","60002","2","APPROVE","Đã chuyển thành báo cáo chính thức #60002","","","2026-07-20 05:07:51"
"60003","approved","60002","2","CREATE","Tạo từ báo cáo tạm #60002","","","2026-07-20 05:07:51"
"60004","temp","30003","2","APPROVE","Đã chuyển thành báo cáo chính thức #60003","","","2026-07-20 05:09:09"
"60005","approved","60003","2","CREATE","Tạo từ báo cáo tạm #30003","","","2026-07-20 05:09:09"
"90001","temp","4","2","APPROVE","Đã chuyển thành báo cáo chính thức #90002","","","2026-07-20 05:58:19"
"90002","approved","90002","2","CREATE","Tạo từ báo cáo tạm #4","","","2026-07-20 05:58:19"
"90003","temp","24","2","APPROVE","Đã chuyển thành báo cáo chính thức #90003","","","2026-07-20 06:03:05"
"90004","approved","90003","2","CREATE","Tạo từ báo cáo tạm #24","","","2026-07-20 06:03:06"
"120001","temp","3","2","APPROVE","Đã chuyển thành báo cáo chính thức #120002","","","2026-07-20 07:52:09"
"120002","approved","120002","2","CREATE","Tạo từ báo cáo tạm #3","","","2026-07-20 07:52:09"
"150001","temp","90002","6","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Linux; Android 15; Pixel 9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36","2026-07-21 02:10:05"
"150002","temp","90002","4","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.0.0 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-21 02:11:45"
"180001","temp","90002","4","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.0.0 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-21 02:22:19"
"180002","temp","90002","4","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-21 02:27:11"
"180003","temp","90002","4","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.0.0 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-21 02:32:53"
"180004","temp","90002","4","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-21 02:33:10"
"180005","temp","90002","4","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-21 02:33:35"
"210001","temp","90002","4","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.0.0 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-21 02:49:01"
"210002","temp","90002","4","APPROVE","Đã chuyển thành báo cáo chính thức #150002","","","2026-07-21 02:53:33"
"210003","approved","150002","4","CREATE","Tạo từ báo cáo tạm #90002","","","2026-07-21 02:53:33"
"240001","temp","120002","6","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-21 03:27:48"
"240002","temp","120002","4","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.0.0 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-21 03:28:04"
"240003","temp","120002","4","APPROVE","Đã chuyển thành báo cáo chính thức #180002","","","2026-07-21 03:28:49"
"240004","approved","180002","4","CREATE","Tạo từ báo cáo tạm #120002","","","2026-07-21 03:28:49"
"270001","temp","13","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-worker-management-desktop/1.0.5 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-21 05:05:43"
"270002","temp","22","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-worker-management-desktop/1.0.5 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-21 05:05:43"
"270003","temp","18","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-worker-management-desktop/1.0.5 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-21 05:05:43"
"270004","temp","2","2","APPROVE","Đã chuyển thành báo cáo chính thức #210002","","","2026-07-21 05:06:17"
"270005","approved","210002","2","CREATE","Tạo từ báo cáo tạm #2","","","2026-07-21 05:06:17"
"270006","temp","6","2","APPROVE","Đã chuyển thành báo cáo chính thức #210003","","","2026-07-21 05:06:19"
"270007","approved","210003","2","CREATE","Tạo từ báo cáo tạm #6","","","2026-07-21 05:06:19"
"270008","temp","11","2","APPROVE","Đã chuyển thành báo cáo chính thức #210004","","","2026-07-21 05:06:20"
"270009","approved","210004","2","CREATE","Tạo từ báo cáo tạm #11","","","2026-07-21 05:06:21"
"270010","temp","23","2","APPROVE","Đã chuyển thành báo cáo chính thức #210005","","","2026-07-21 05:06:22"
"270011","approved","210005","2","CREATE","Tạo từ báo cáo tạm #23","","","2026-07-21 05:06:22"
"270012","temp","22","2","APPROVE","Đã chuyển thành báo cáo chính thức #210006","","","2026-07-21 05:06:24"
"270013","approved","210006","2","CREATE","Tạo từ báo cáo tạm #22","","","2026-07-21 05:06:24"
"270014","temp","1","2","APPROVE","Đã chuyển thành báo cáo chính thức #210007","","","2026-07-21 05:06:25"
"270015","approved","210007","2","CREATE","Tạo từ báo cáo tạm #1","","","2026-07-21 05:06:26"
"270016","temp","21","2","APPROVE","Đã chuyển thành báo cáo chính thức #210008","","","2026-07-21 05:06:27"
"270017","approved","210008","2","CREATE","Tạo từ báo cáo tạm #21","","","2026-07-21 05:06:27"
"270018","temp","12","2","APPROVE","Đã chuyển thành báo cáo chính thức #210009","","","2026-07-21 05:06:29"
"270019","approved","210009","2","CREATE","Tạo từ báo cáo tạm #12","","","2026-07-21 05:06:29"
"270020","temp","13","2","APPROVE","Đã chuyển thành báo cáo chính thức #210010","","","2026-07-21 05:06:30"
"270021","approved","210010","2","CREATE","Tạo từ báo cáo tạm #13","","","2026-07-21 05:06:30"
"270022","temp","16","2","APPROVE","Đã chuyển thành báo cáo chính thức #210011","","","2026-07-21 05:06:32"
"270023","approved","210011","2","CREATE","Tạo từ báo cáo tạm #16","","","2026-07-21 05:06:32"
"270024","temp","7","2","APPROVE","Đã chuyển thành báo cáo chính thức #210012","","","2026-07-21 05:06:34"
"270025","approved","210012","2","CREATE","Tạo từ báo cáo tạm #7","","","2026-07-21 05:06:34"
"270026","temp","17","2","APPROVE","Đã chuyển thành báo cáo chính thức #210013","","","2026-07-21 05:06:35"
"270027","approved","210013","2","CREATE","Tạo từ báo cáo tạm #17","","","2026-07-21 05:06:36"
"270028","temp","18","2","APPROVE","Đã chuyển thành báo cáo chính thức #210014","","","2026-07-21 05:06:37"
"270029","approved","210014","2","CREATE","Tạo từ báo cáo tạm #18","","","2026-07-21 05:06:37"
"270030","temp","8","2","APPROVE","Đã chuyển thành báo cáo chính thức #210015","","","2026-07-21 05:06:39"
"270031","approved","210015","2","CREATE","Tạo từ báo cáo tạm #8","","","2026-07-21 05:06:39"
"300001","temp","150002","60001","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-21 08:06:54"
"300002","temp","150002","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-21 08:07:11"
"300003","temp","150002","2","APPROVE","Đã chuyển thành báo cáo chính thức #240002","","","2026-07-21 08:07:25"
"300004","approved","240002","2","CREATE","Tạo từ báo cáo tạm #150002","","","2026-07-21 08:07:25"
"330001","temp","180002","6","CREATE","Công nhân tạo báo cáo","113.185.46.73","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-07-21 10:08:48"
"360001","temp","210002","6","CREATE","Công nhân tạo báo cáo","113.185.46.73","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-07-21 10:23:34"
"360002","temp","180002","2","APPROVE","Đã chuyển thành báo cáo chính thức #270002","","","2026-07-21 10:24:39"
"360003","approved","270002","2","CREATE","Tạo từ báo cáo tạm #180002","","","2026-07-21 10:24:39"
"390001","temp","210002","2","APPROVE","Đã chuyển thành báo cáo chính thức #300002","","","2026-07-22 01:37:52"
"390002","approved","300002","2","CREATE","Tạo từ báo cáo tạm #210002","","","2026-07-22 01:37:53"
"390003","temp","240002","60001","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-22 01:43:58"
"390004","temp","240002","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-22 01:44:33"
"390005","temp","240002","4","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-22 01:45:02"
"390006","temp","240002","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-22 01:46:21"
"420001","temp","240002","2","APPROVE","Đã chuyển thành báo cáo chính thức #330002","","","2026-07-22 01:52:51"
"420002","approved","330002","2","CREATE","Tạo từ báo cáo tạm #240002","","","2026-07-22 01:52:51"
"420003","temp","270002","60001","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-22 02:15:49"
"420004","temp","270002","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-22 02:16:17"
"420005","temp","270002","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-22 02:16:21"
"450001","temp","270002","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-22 02:30:50"
"450002","temp","270002","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-22 02:31:26"
"450003","temp","270002","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-22 02:38:22"
"450004","temp","270002","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-22 02:38:36"
"450005","temp","270002","2","UPDATE","Đã sửa 7 trường và chi tiết","","","2026-07-22 02:43:34"
"450006","temp","270002","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-22 02:43:45"
"450007","temp","270002","2","APPROVE","Đã chuyển thành báo cáo chính thức #360002","","","2026-07-22 02:45:43"
"450008","approved","360002","2","CREATE","Tạo từ báo cáo tạm #270002","","","2026-07-22 02:45:43"
"480001","temp","300002","120233","CREATE","Công nhân tạo báo cáo","113.185.44.69","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1","2026-07-22 09:48:21"
"480002","temp","300003","30060","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-22 09:53:02"
"480003","temp","300004","30060","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-22 09:55:34"
"480004","temp","300005","30060","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-22 09:57:18"
"480005","temp","300006","30013","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-22 09:59:14"
"480006","temp","300007","30061","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-22 10:02:53"
"480007","temp","300004","2","APPROVE","Đã chuyển thành báo cáo chính thức #390002","","","2026-07-22 10:03:25"
"480008","approved","390002","2","CREATE","Tạo từ báo cáo tạm #300004","","","2026-07-22 10:03:25"
"480009","temp","300005","2","APPROVE","Đã chuyển thành báo cáo chính thức #390003","","","2026-07-22 10:03:26"
"480010","approved","390003","2","CREATE","Tạo từ báo cáo tạm #300005","","","2026-07-22 10:03:26"
"480011","temp","300006","2","APPROVE","Đã chuyển thành báo cáo chính thức #390004","","","2026-07-22 10:03:28"
"480012","approved","390004","2","CREATE","Tạo từ báo cáo tạm #300006","","","2026-07-22 10:03:28"
"480013","temp","300003","2","APPROVE","Đã chuyển thành báo cáo chính thức #390005","","","2026-07-22 10:03:29"
"480014","approved","390005","2","CREATE","Tạo từ báo cáo tạm #300003","","","2026-07-22 10:03:29"
"480015","temp","300007","2","APPROVE","Đã chuyển thành báo cáo chính thức #390006","","","2026-07-22 10:03:31"
"480016","approved","390006","2","CREATE","Tạo từ báo cáo tạm #300007","","","2026-07-22 10:03:31"
"510001","temp","330002","30001","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-24 04:01:25"
"510002","temp","330002","30001","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-24 04:12:49"
